id,accommodates,bedrooms,beds,description,number_of_reviews,num_host_response_rate,num_price,cat_price
46693390,2,1.0,1.0,This house is 25 minutes away from universal studio<br /><br /><b>The space</b><br />This is the a guest house at the back yard is staying alone not share anything with anyone,6,85.0,79.0,low
51542452,8,3.0,0.0,"Unfurnished 3 bedroom 2 bathroom, newly remodeled house. Approx 1460  sq ft. Comes  2 air mattress only or ( we can furnish for extra $200 per night upgraded fee and 6 month lease. )This is a quiet WLA residential, quiet neighborhood. Great for corporate housing. Next to  G O O G L E in WLA,Century City, Fox Studios, Sony Picture Studio, Beverly Hills, Santa Monica, Westwood, UCLA. Cedars. Fabulous, luxurious, total remodeled vacant house for lease month to month unfurnished.<br /><br /><b>The space</b><br />LOCATION, LOCATION, LOCATION! Corporate, Unfurnished  private 3 bd/2 bathroom house! BEST LOCATION IN West Los Angeles! One block to G O O G L E Corporate Offices in WLA,  30 Minutes to LAX,  2 miles to FOX Studios Lot,  2.5 miles to Sony Studios Lot,  2 miles to UCLA Hospital,  5 miles to Cedars Sinai Hospital,  2 miles to Century City Offices and Westfield Mall, 1 Block to Landmark Theaters,  1 mile to Rancho Park Golf Club with public tennis and swimming available,  3.3 miles to",0,100.0,300.0,high
48420699,4,2.0,2.0,"*THIS PROPERTY IS LOCATED IN KOREATOWN, VERY CLOSE TO DOWNTOWN LOS ANGELES*<br /><br />2 Bedroom & 2 Bathroom<br />WALK TO, LA LIVE, AND 1000'S OF SHOPS, BARS, GROCERY STORES, AND RESTAURANTS!<br /><br />- Newly painted and furnished/renovated interior<br />- 1 Queen bed and 1 Queen bed<br />- Full Kitchen with Brand New Appliances, and necessary cooking utensils<br />- Flat Screen HDTV in Living Room<br />- Professionally Cleaned<br />- Wood & Carpet Floors<br /><br /><b>The space</b><br />Dear Valued Guest,<br /><br />With all the concerns surrounding COVID-19, we want to provide some peace of mind. The safety and comfort of our guests are paramount. We are reinforcing our safety measures to ensure your protection when lodging with us. Here’s how:<br /><br />*We rigorously sanitize our properties before and after every guests’ visit.<br />*We thoroughly disinfect all surfaces, handles, knobs, switches, remotes, drawers, etc. <br />*You’ll bypass crowded hotel lobbies/ front desk area",18,96.0,255.0,high
4581938,6,2.0,3.0,"A Private Affaire Cottage is a hidden oasis tucked away in a quaint historical Pasadena neighborhood. It is the perfect spot for couples, small families, business travelers and solo adventurers seeking both short and long-term accommodations! It is your home away from home. Dogs are allowed (maximum 2 ) and there is a $75 fee for pets. Sorry no cats.<br /><br /><b>The space</b><br />A Private Affaire Cottage offers a serene resort-like ambiance within the confines of a gated residence. It includes lots of outdoor seating areas with a fire pit to warm you up on cooler evenings. The cactus garden and seasonal flowers accentuate a truly idyllic setting, with a beautiful Elm tree to shade you in the hot summer nights. Plenty of privacy and quiet.<br /><br />This spacious 2 bedroom cottage, which accommodates up to 6 people comfortably, is fully equipped with all amenities that you could possibly think that you would need to make this your home away from home.<br /><br />It includes private",119,100.0,185.0,high
15927835,3,1.0,2.0,"Located in the Historic Washington Square. Walking distance to Restaurants, CVS and Starbucks. Close to Rose Bowl, Pasadena College, Old Town, Metrolinks, Fwys, Hiking, Parks, Huntington Hospital, Paseo Pasadena and Pasadena Convention Center. You’ll love my place because of the central location, the easy parking, private porch, garden view, It's cozy and quiet. My place is good for couples, solo adventurers, and business travelers - Permit #SRH2020-00278<br /><br /><b>The space</b><br />All rooms are Separate - Living Room, Bedroom, Bathroom and Kitchen<br /><br /><b>Guest access</b><br />All<br /><br /><b>License number</b><br />SRH2019-00209",191,100.0,89.0,low
50092285,7,2.0,2.0,"Amazing Condo with  in walking distance of everything! Centrally located to all the LA hot spots, this condo is walking distance to grocery, restaurants, markets, bars, and much more!<br /><br />- Newly painted and furnished/renovated interior<br />- PAID parking<br />- POOL AND GYM,<br />- Drive everywhere!<br />- Full Kitchen<br />- FAST & FREE WIF<br /><br />The beds are new, all new furniture and paint! Full appliance kitchen, HDTV's in every room, High speed free WIFI, and much more!<br /><br /><b>The space</b><br />The space <br /><br />Entire beautiful 2 bedroom & 2 full bathroom Condo near Walk of Fame in West Hollywood. Full Kitchen, PAID parking, FREE Wi-Fi, Smart TV in each Room with Cable, central AC and heat, balcony, great natural light. Walking distance to Chinese Theater, Dolby Theater, Roosevelt Hotel, Sunset Blvd...<br /><br />Entire West Hollywood TownHouse 2 Bed 2 Full-Bath (1200 sq. ft) near the Hollywood Walk of Fame. Walking distance to Roosevelt Hotel, Chinese T",9,20.0,334.0,high
9034345,2,1.0,1.0,"You'll love this sunny, quiet bed/bath in our welcoming home. Light breakfast & coffee for the 1st day included, staying w/vaccinated and seasoned Airbnb Superhosts is priceless. Bath w/double sinks may be shared w/Charming Room #1 (if booked). Wi-fi, quiet street, safe walkable city, free parking. 20 min walk to downtown restaurants, 30 min walk to a beach sunset. Mini frig/microwave. Happy to hold bags day of departure. See our other room - https://www.airbnb.com/rooms/10477209?preview_for_ml<br /><br /><b>The space</b><br />You can't get much closer to LAX (1.9 miles), yet still be in a quiet and safe city. Whether you're traveling just for fun, a business traveler, taking F45 fitness training at their HQ a few blocks away, or flight crew looking for a crash pad - this relaxing, quiet bright room in our sunny Craftsman home on a quiet street awaits your stay.  If you prefer a room in a spacious single family home and not the close quarters of a small apartment, this place is for you",174,100.0,75.0,low
44266017,6,3.0,3.0,"Take advantage of our September last minute deals! **As seen in FORBES Magazine & HGTV**. From the moment you step into our Balinese influenced villa you will be transported to another world. We have gone to great lengths to give an authentic vacation experience, and no detail has been overlooked. The furniture was designed for this space and shipped directly from Bali, and the entire villa was designed with comfort, style and of course... great photos!<br /><br /><b>The space</b><br />Our villa fuses the comforts of modern living with an authentic touch of Bali. We have spared no expense in making the experience of staying here feel like you're walking into another world.<br /><br />The entire home has smart lighting, which we have made really easy to use. At the touch of a button, you can set your desired scene. If you don't feel like touching a button, no problem: all the lights in the living and outdoor areas are completely automated, designed to enhance your mood as the evening go",30,100.0,697.0,high
37334959,1,1.0,1.0,"Nice quiet and cozy apartment with comfy couch bed just 20 minutes from Hollywood and 30 minutes from DTLA. Enjoy WiFi, Tv, air conditioning and Roku-tv. 10 minutes away is the bus station and 5 minutes away is a shopping market. <br />A perfect place to call home while you enjoy your visit.<br /><br /><b>The space</b><br />The living room, kitchen and bathroom are the spaces in which you can use. The bedroom is off limits.<br /><br /><b>Other things to note</b><br />Have fun and be safe.",1,100.0,28.0,low
50186237,1,1.0,1.0,"*Central location in between OC and LA*<br />Furnished, nice, clean room in a beautiful shared home (3 BD/2.5 BA).<br />Have access to a newly remodeled, spacious home in a safe neighborhood.<br />-short walk to a park with softball field and volley ball court<br />-Close to major highways and major attractions.<br /><br />$100 nonrefundable pet fee per pet<br />1 parking spot on the drive way.<br /><br /><b>The space</b><br />Private bedroom with shared bathroom<br /><br /><b>Other things to note</b><br />Host and a small dog live on site in master bedroom.",1,100.0,55.0,low
43727755,4,1.0,2.0,"Brand NEW fully loaded guest house detached from main house in an extremely safe neighborhood that is perfect for groups of 4 or less! long term stays 30+days! parking included! Close to Burbank airport, walking distance to Warner Brothers and a 24 hour Vons/CVS pharmacy. 1.7 miles from Universal Studios. Very close to the Hollywood Bowl, Disney studios public transportation and restaurants. Central AC. All movie channels and fast internet. Black out curtains throughout the house! Pets are allow<br /><br /><b>The space</b><br />Covid-19 free! Private guest house, separate entrance from the back alley. This guest house is 600 square feet, perfect for families of 4, couples or business travel.<br /><br /><b>Guest access</b><br />access to entire guest house area<br /><br /><b>Other things to note</b><br />if you would like a car I have a 2021 Tesla model Y available to rent.",90,100.0,156.0,high
46439152,13,5.0,6.0,Amazing 5 bedrooms in a central location with queen size in each bedroom and 6 parking spots,0,99.0,600.0,high
12359992,4,1.0,3.0,Watch the sunset over the Pacific!<br />* Furnished<br />* Private 2nd Floor Studio (big Ocean view)<br />* Large Bathroom<br />* Ocean Facing<br />* Hardwood Floors<br />* Kitchen <br />* One Parking Space included<br />* Full Bathroom with tiled floor<br />* Close to all attractions!<br />*comes with Breakfast at the famous Patrick's Roadhouse restaurant.<br /><br /><b>The space</b><br />Completely private ocean facing Studio. Hardwood floors tiled bathrooms newly renovated.<br /><br /><b>Guest access</b><br />Door locks are coded come and go as you please 24 hours a day.<br /><br /><b>License number</b><br />Exempt - This listing is a hotel or motel,193,100.0,100.0,low
29292456,5,2.0,5.0,"Quiet & elegant building where Beverly Hills & West Hollywood meet! Walk to The Beverly Center, Cedar Sinai Medical Center, celebrity restaurants, luxury movie theaters, & elegant entertainment around the corner. Features memory foam beds, blackout curtains, 6 person dining area, kitchen w/many essentials, 3 HDTV's w/ many network and cable channels & Netflix, WIFI, 3 private patios, relaxing pool, jacuzzi, fitness center, 2 free parking spots & more! Quiet community. (Minimum age to book is 25) Instant Book now before we're sold out!  (read more below)<br /><br /><b>The space</b><br />***Please Note***<br />(The Pool and Fitness Center are now open)<br /><br />- Smoking is not allowed anywhere in the unit, patio, or near the building. ($300 fine per incident. )<br />- Minimum age to book is 25. (ID will be required)<br />- Masks must be worn in all public areas of the building.  <br /><br />(Please note that we do not allow bachelor/bachelorette parties, gatherings, or any kind of eve",80,100.0,309.0,high
